Date,Open,High,Low,Close,Volume,Adj Close
14-11-2006,137.79,138.68,137.08,138.15,7863700,128.95
13-11-2006,136.31,138.35,135.64,137.08,8476500,127.95
10-11-2006,139.05,139.18,136.28,137.5,9584300,128.35
09-11-2006,141.15,143.13,139.36,139.86,15785000,130.55
08-11-2006,135.8,139.92,135.38,139.91,17738300,130.59
07-11-2006,138,138.27,135.43,136.98,11143500,127.85
06-11-2006,135.35,138.3,134.59,137.95,10632900,128.76
03-11-2006,132.9,136.4,132.76,135.85,12022700,126.8
02-11-2006,131.2,133.3,129.91,131.53,11799800,122.76
01-11-2006,133.9,134.85,130.98,131.73,15827100,122.93
31-10-2006,131.97,134.33,130.79,134,14339300,125.04
30-10-2006,133.27,134.6,132.26,132.7,11026300,123.82
27-10-2006,137.2,138.16,134.47,134.77,10577700,125.75
26-10-2006,138.85,139.8,136.2,138.14,13852400,128.89
25-10-2006,133.5,139.4,133.32,137.75,15656700,128.53
24-10-2006,129.77,134.99,129.64,134.5,13613800,125.5
23-10-2006,129.15,132.25,127.95,129.79,13737500,121.1
20-10-2006,133.26,133.6,129.73,130,12014500,121.3
19-10-2006,129.6,132.88,128.46,132.85,14471300,123.96
18-10-2006,129.88,131.26,126.77,128.38,14905800,119.79
17-10-2006,131.75,132.18,128.18,130.1,12423600,121.39
16-10-2006,128.16,131.64,128.01,131.6,11758200,122.79
13-10-2006,127.15,129.8,126.6,127.85,13106400,119.29
12-10-2006,123.21,126.01,122.95,125.8,12896800,117.38
11-10-2006,125.2,125.82,122.05,122.65,12656100,114.44
10-10-2006,121.72,126.9,121.72,125.6,16084700,117.19
09-10-2006,126.59,127.19,122.53,122.75,12239700,114.53
06-10-2006,124.66,125.9,122.83,125,12316400,116.63
05-10-2006,124.6,126.23,123.36,125.65,15308400,117.24
04-10-2006,121.27,122.76,118.19,122.6,21769800,114.39
03-10-2006,123.81,124.12,120.25,120.53,16747400,112.46
02-10-2006,129.4,130.05,125.96,126.15,10748200,117.71
29-09-2006,127.69,130.35,127.35,129.85,10564700,121.16
28-09-2006,128.74,131,127.85,128.05,16089800,119.48
27-09-2006,127.69,129.86,126.27,128.6,15954600,119.99
26-09-2006,123.39,127.39,122.75,126.5,14728900,117.99
25-09-2006,122.16,124.84,120.05,124.1,16815000,115.75
22-09-2006,125.93,126,122.7,123.32,10837100,115.02
21-09-2006,123.3,126.55,123.2,125,13078900,116.59
20-09-2006,125.93,127.96,122.3,122.51,16051000,114.27
19-09-2006,129.9,130.4,125.5,127.15,12237100,118.6
18-09-2006,126.3,129.9,125.84,129.31,12381400,120.61
15-09-2006,124.31,125.98,123.8,125.22,12589800,116.8
14-09-2006,128.45,129.3,124.11,124.75,12482100,116.36
13-09-2006,125.74,129.73,125.74,128.6,13616700,119.95
12-09-2006,125.92,127.82,123.3,124.85,14467400,116.43
11-09-2006,129.85,129.85,125.75,125.8,16417900,117.31
08-09-2006,135.95,136.64,131.07,131.45,9451400,122.58
07-09-2006,134.91,136.29,133.1,135.15,12718800,126.03
06-09-2006,139.25,139.92,135.4,135.5,9935400,126.36
05-09-2006,137.31,141.2,137.27,140.93,8203500,131.42
01-09-2006,135.63,138.29,135.36,138.23,7869600,128.9
31-08-2006,134.35,136.94,133.68,134.83,8133800,125.71
30-08-2006,136.6,137.06,133.33,134.72,10536700,125.6
29-08-2006,134.91,137.6,134.29,137.5,9831200,128.18
28-08-2006,138.1,139.92,135.83,135.84,6765000,126.63
25-08-2006,139.66,141.68,139.51,139.9,5413900,130.41
24-08-2006,137.44,138.52,136.26,138.5,4947000,129.11
23-08-2006,139.72,140.25,136.83,137.2,6854300,127.9
22-08-2006,140.08,141.25,139.56,140.1,5199500,130.6
21-08-2006,141,141.2,139.39,140.29,6920700,130.78
18-08-2006,137.17,139.3,135.31,139.2,8226300,129.76
